filename,width,height,class,xmin,ymin,xmax,ymax
IMG_20190319_124447.jpg,571,428,onion,445,59,548,216
IMG_20190319_124517.jpg,571,428,veg_kadhai,427,169,571,382
IMG_20190319_124517.jpg,571,428,paneer_lababdar,447,0,569,168
IMG_20190319_124517.jpg,571,428,chapati,230,2,456,159
IMG_20190319_124517.jpg,571,428,jeera_rice,163,5,247,151
IMG_20190319_124517.jpg,571,428,masoor_dal,17,0,132,163
IMG_20190319_131622.jpg,658,493,chapati,0,38,152,285
IMG_20190319_131622.jpg,658,493,jeera_rice,170,43,511,276
IMG_20190319_131622.jpg,658,493,veg_kadhai,520,58,635,294
IMG_20190319_131622.jpg,658,493,masoor_dal,24,298,216,472
IMG_20190319_131622.jpg,658,493,paneer_lababdar,200,287,447,470
IMG_20190319_131622.jpg,658,493,tomato,451,286,613,451
IMG_20190319_124534.jpg,571,428,chapati,39,214,208,387
IMG_20190319_124534.jpg,571,428,paneer_lababdar,171,49,357,205
IMG_20190319_124534.jpg,571,428,jeera_rice,187,214,428,381
IMG_20190319_124534.jpg,571,428,onion,430,177,529,284
IMG_20190319_124534.jpg,571,428,masoor_dal,344,34,504,166
IMG_20190319_124534.jpg,571,428,lemon,448,287,521,344
IMG_20190319_124454.jpg,571,428,jeera_rice,132,40,428,227
IMG_20190319_124454.jpg,571,428,onion,464,116,545,227
IMG_20190319_124454.jpg,571,428,veg_kadhai,4,30,113,213
IMG_20190319_124454.jpg,571,428,masoor_dal,10,251,164,417
IMG_20190319_131528.jpg,658,493,chapati,90,40,266,216
IMG_20190319_131528.jpg,658,493,paneer_lababdar,252,71,447,244
IMG_20190319_131528.jpg,658,493,masoor_dal,441,94,592,237
IMG_20190319_131528.jpg,658,493,veg_kadhai,77,211,174,410
IMG_20190319_131528.jpg,658,493,jeera_rice,196,242,486,443
IMG_20190319_131528.jpg,658,493,tomato,488,247,613,445
IMG_20190319_124504.jpg,571,428,masoor_dal,53,33,152,204
IMG_20190319_124504.jpg,571,428,chapati,263,13,458,204
IMG_20190319_124504.jpg,571,428,jeera_rice,166,32,265,199
IMG_20190319_124504.jpg,571,428,paneer_lababdar,454,14,565,204
IMG_20190319_124504.jpg,571,428,veg_kadhai,438,213,566,372
IMG_20190319_131556.jpg,658,493,chapati,89,4,225,213
IMG_20190319_131556.jpg,658,493,masoor_dal,232,71,441,261
IMG_20190319_131556.jpg,658,493,masoor_dal,429,104,582,251
IMG_20190319_131556.jpg,658,493,veg_kadhai,58,217,153,431
IMG_20190319_131556.jpg,658,493,jeera_rice,170,253,471,454
IMG_20190319_131556.jpg,658,493,tomato,480,265,587,438
IMG_20190319_124519.jpg,571,428,veg_kadhai,395,167,571,340
IMG_20190319_124519.jpg,571,428,paneer_lababdar,415,12,539,166
IMG_20190319_124519.jpg,571,428,chapati,220,8,412,157
IMG_20190319_124519.jpg,571,428,jeera_rice,146,13,257,161
IMG_20190319_124519.jpg,571,428,masoor_dal,23,10,139,172
IMG_20190319_131516.jpg,658,493,tomato,79,60,244,232
IMG_20190319_131516.jpg,658,493,chapati,78,60,245,236
IMG_20190319_131516.jpg,658,493,paneer_lababdar,234,73,417,228
IMG_20190319_131516.jpg,658,493,masoor_dal,411,88,558,223
IMG_20190319_131516.jpg,658,493,veg_kadhai,69,230,171,434
IMG_20190319_131516.jpg,658,493,jeera_rice,178,244,484,436
IMG_20190319_131516.jpg,658,493,tomato,481,222,607,437
IMG_20190319_124500.jpg,571,428,veg_kadhai,28,64,138,201
IMG_20190319_124500.jpg,571,428,masoor_dal,43,248,186,389
IMG_20190319_124500.jpg,571,428,jeera_rice,143,70,402,216
IMG_20190319_124500.jpg,571,428,onion,436,109,519,220
IMG_20190319_124506.jpg,571,428,veg_kadhai,414,205,571,380
IMG_20190319_124506.jpg,571,428,masoor_dal,39,15,128,214
IMG_20190319_124506.jpg,571,428,chapati,243,10,441,205
IMG_20190319_124506.jpg,571,428,jeera_rice,151,35,261,191
IMG_20190319_124506.jpg,571,428,paneer_lababdar,450,13,560,198
IMG_20190319_132449.jpg,493,658,masoor_dal,33,67,206,221
IMG_20190319_132449.jpg,493,658,tomato,192,19,363,109
IMG_20190319_132449.jpg,493,658,paneer_lababdar,82,187,230,411
IMG_20190319_132449.jpg,493,658,rice,228,127,465,459
IMG_20190319_132449.jpg,493,658,veg_kadhai,254,468,470,599
IMG_20190319_124536.jpg,571,428,chapati,49,196,212,355
IMG_20190319_124536.jpg,571,428,paneer_lababdar,197,63,373,198
IMG_20190319_124536.jpg,571,428,jeera_rice,195,205,399,362
IMG_20190319_124536.jpg,571,428,onion,419,198,518,314
IMG_20190319_124536.jpg,571,428,masoor_dal,365,68,523,181
IMG_20190319_124536.jpg,571,428,lemon,429,303,495,355
IMG_20190319_124450.jpg,571,428,jeera_rice,92,18,430,224
IMG_20190319_124450.jpg,571,428,masoor_dal,10,252,177,418
IMG_20190319_124450.jpg,571,428,onion,463,63,550,219
IMG_20190319_124450.jpg,571,428,veg_kadhai,1,24,84,217
IMG_20190319_124509.jpg,571,428,veg_kadhai,452,196,571,356
IMG_20190319_124509.jpg,571,428,paneer_lababdar,460,27,571,186
IMG_20190319_124509.jpg,571,428,chapati,279,7,463,198
IMG_20190319_124509.jpg,571,428,jeera_rice,193,24,314,182
IMG_20190319_124509.jpg,571,428,masoor_dal,84,8,178,206
IMG_20190319_131514.jpg,658,493,chapati,72,88,238,248
IMG_20190319_131514.jpg,658,493,masoor_dal,208,109,406,260
IMG_20190319_131514.jpg,658,493,masoor_dal,394,115,544,252
IMG_20190319_131514.jpg,658,493,paneer_lababdar,213,113,407,261
IMG_20190319_131514.jpg,658,493,veg_kadhai,54,240,155,471
IMG_20190319_131514.jpg,658,493,jeera_rice,160,272,466,468
IMG_20190319_131514.jpg,658,493,tomato,460,252,593,466
IMG_20190319_131508.jpg,658,493,chapati,42,142,206,319
IMG_20190319_131508.jpg,658,493,paneer_lababdar,191,141,383,314
IMG_20190319_131508.jpg,658,493,masoor_dal,362,150,535,290
IMG_20190319_131508.jpg,658,493,veg_kadhai,26,310,149,493
IMG_20190319_131508.jpg,658,493,jeera_rice,127,318,459,493
IMG_20190319_131508.jpg,658,493,tomato,436,285,575,489
IMG_20190319_124601.jpg,571,428,chapati,12,29,181,174
IMG_20190319_124601.jpg,571,428,paneer_lababdar,173,33,363,174
IMG_20190319_124601.jpg,571,428,jeera_rice,125,183,378,376
IMG_20190319_124601.jpg,571,428,onion,415,166,523,305
IMG_20190319_124601.jpg,571,428,masoor_dal,362,16,544,157
IMG_20190319_124601.jpg,571,428,lemon,428,305,502,368
IMG_20190319_131412.jpg,658,493,chapati,84,72,265,271
IMG_20190319_131412.jpg,658,493,paneer_lababdar,255,103,461,275
IMG_20190319_131412.jpg,658,493,masoor_dal,438,109,612,258
IMG_20190319_131412.jpg,658,493,veg_kadhai,76,252,192,487
IMG_20190319_131412.jpg,658,493,rice,190,278,505,478
IMG_20190319_131412.jpg,658,493,tomato,502,269,639,485
IMG_20190319_131412.jpg,658,493,jeera_rice,186,272,522,484
IMG_20190319_131553.jpg,658,493,chapati,60,36,202,231
IMG_20190319_131553.jpg,658,493,paneer_lababdar,220,101,412,258
IMG_20190319_131553.jpg,658,493,chapati,399,115,556,254
IMG_20190319_131553.jpg,658,493,veg_kadhai,40,241,149,452
IMG_20190319_131553.jpg,658,493,jeera_rice,157,273,471,466
IMG_20190319_131553.jpg,658,493,tomato,459,264,589,449
IMG_20190319_124559.jpg,571,428,chapati,22,61,201,208
IMG_20190319_124559.jpg,571,428,paneer_lababdar,189,64,378,203
IMG_20190319_124559.jpg,571,428,jeera_rice,147,212,408,389
IMG_20190319_124559.jpg,571,428,onion,429,200,528,320
IMG_20190319_124559.jpg,571,428,masoor_dal,366,60,519,182
IMG_20190319_124559.jpg,571,428,lemon,449,312,521,378
IMG_20190319_131521.jpg,658,493,chapati,76,112,242,273
IMG_20190319_131521.jpg,658,493,paneer_lababdar,237,128,429,276
IMG_20190319_131521.jpg,658,493,masoor_dal,406,128,555,264
IMG_20190319_131521.jpg,658,493,veg_kadhai,66,286,169,479
IMG_20190319_131521.jpg,658,493,jeera_rice,182,303,492,482
IMG_20190319_131521.jpg,658,493,tomato,488,270,623,464
IMG_20190319_131525.jpg,658,493,chapati,72,64,235,234
IMG_20190319_131525.jpg,658,493,paneer_lababdar,238,97,429,231
IMG_20190319_131525.jpg,658,493,masoor_dal,411,90,563,221
IMG_20190319_131525.jpg,658,493,veg_kadhai,67,239,185,450
IMG_20190319_131525.jpg,658,493,jeera_rice,175,259,480,435
IMG_20190319_131525.jpg,658,493,tomato,481,231,610,407
IMG_20190319_131519.jpg,658,493,chapati,33,74,205,266
IMG_20190319_131519.jpg,658,493,paneer_lababdar,190,115,381,258
IMG_20190319_131519.jpg,658,493,masoor_dal,369,120,505,257
IMG_20190319_131519.jpg,658,493,veg_kadhai,20,259,129,466
IMG_20190319_131519.jpg,658,493,jeera_rice,138,282,428,467
IMG_20190319_131519.jpg,658,493,tomato,433,271,547,436
IMG_20190319_124557.jpg,571,428,chapati,12,42,213,175
IMG_20190319_124557.jpg,571,428,paneer_lababdar,197,48,395,170
IMG_20190319_124557.jpg,571,428,jeera_rice,150,182,445,358
IMG_20190319_124557.jpg,571,428,onion,458,170,558,277
IMG_20190319_124557.jpg,571,428,masoor_dal,372,52,526,161
IMG_20190319_124557.jpg,571,428,lemon,482,279,550,337
IMG_20190319_124446.jpg,571,428,jeera_rice,135,25,458,201
IMG_20190319_124446.jpg,571,428,veg_kadhai,30,13,130,190
IMG_20190319_124446.jpg,571,428,masoor_dal,0,214,146,405
IMG_20190319_124446.jpg,571,428,onion,495,51,571,233
IMG_20190319_124449.jpg,571,428,veg_kadhai,42,49,147,206
IMG_20190319_124449.jpg,571,428,masoor_dal,55,220,187,366
IMG_20190319_124449.jpg,571,428,jeera_rice,148,53,392,203
IMG_20190319_124449.jpg,571,428,onion,417,103,493,206
IMG_20190319_124528.jpg,571,428,chapati,21,210,215,399
IMG_20190319_124528.jpg,571,428,paneer_lababdar,188,37,391,195
IMG_20190319_124528.jpg,571,428,masoor_dal,371,25,558,164
IMG_20190319_124528.jpg,571,428,onion,465,186,555,307
IMG_20190319_124528.jpg,571,428,lemon,471,312,562,386
IMG_20190319_124528.jpg,571,428,jeera_rice,219,202,428,385
IMG_20190319_124552.jpg,571,428,chapati,31,32,208,168
IMG_20190319_124552.jpg,571,428,paneer_lababdar,200,38,392,167
IMG_20190319_124552.jpg,571,428,jeera_rice,148,176,419,363
IMG_20190319_124552.jpg,571,428,onion,440,172,550,299
IMG_20190319_124552.jpg,571,428,masoor_dal,375,14,563,155
IMG_20190319_124552.jpg,571,428,lemon,456,299,529,376
IMG_20190319_132451.jpg,658,493,veg_kadhai,76,264,175,477
IMG_20190319_132451.jpg,658,493,jeera_rice,190,284,525,488
IMG_20190319_132451.jpg,658,493,tomato,538,274,654,428
IMG_20190319_132451.jpg,658,493,paneer_lababdar,250,128,444,271
IMG_20190319_132451.jpg,658,493,masoor_dal,434,127,593,258
IMG_20190319_124531.jpg,571,428,chapati,40,212,206,375
IMG_20190319_124531.jpg,571,428,paneer_lababdar,197,77,371,209
IMG_20190319_124531.jpg,571,428,jeera_rice,192,215,414,379
IMG_20190319_124531.jpg,571,428,onion,426,211,499,309
IMG_20190319_124531.jpg,571,428,masoor_dal,356,81,511,181
IMG_20190319_124531.jpg,571,428,lemon,421,318,491,370
IMG_20190319_124554.jpg,571,428,chapati,21,59,192,203
IMG_20190319_124554.jpg,571,428,paneer_lababdar,184,66,366,182
IMG_20190319_124554.jpg,571,428,jeera_rice,144,199,397,352
IMG_20190319_124554.jpg,571,428,onion,412,184,508,287
IMG_20190319_124554.jpg,571,428,masoor_dal,348,51,496,168
IMG_20190319_124554.jpg,571,428,lemon,436,289,502,351
IMG_20190319_124540.jpg,571,428,chapati,10,135,202,320
IMG_20190319_124540.jpg,571,428,paneer_lababdar,202,16,401,150
IMG_20190319_124540.jpg,571,428,jeera_rice,186,151,428,323
IMG_20190319_124540.jpg,571,428,onion,446,147,539,251
IMG_20190319_124540.jpg,571,428,masoor_dal,378,20,539,124
IMG_20190319_124540.jpg,571,428,lemon,465,260,536,312
IMG_20190319_131600.jpg,658,493,chapati,91,52,228,247
IMG_20190319_131600.jpg,658,493,paneer_lababdar,238,125,446,277
IMG_20190319_131600.jpg,658,493,masoor_dal,425,128,586,270
IMG_20190319_131600.jpg,658,493,veg_kadhai,60,265,163,480
IMG_20190319_131600.jpg,658,493,jeera_rice,181,294,484,486
IMG_20190319_131600.jpg,658,493,tomato,480,293,623,480
IMG_20190319_131524.jpg,658,493,chapati,69,63,241,234
IMG_20190319_131524.jpg,658,493,paneer_lababdar,234,90,429,243
IMG_20190319_131524.jpg,658,493,masoor_dal,408,89,581,225
IMG_20190319_131524.jpg,658,493,veg_kadhai,64,248,176,438
IMG_20190319_131524.jpg,658,493,jeera_rice,180,270,477,446
IMG_20190319_131524.jpg,658,493,tomato,484,245,614,414
IMG_20190319_131601.jpg,658,493,chapati,128,15,257,226
IMG_20190319_131601.jpg,658,493,paneer_lababdar,270,98,472,258
IMG_20190319_131601.jpg,658,493,masoor_dal,460,104,637,261
IMG_20190319_131601.jpg,658,493,veg_kadhai,87,229,190,442
IMG_20190319_131601.jpg,658,493,jeera_rice,191,258,511,470
IMG_20190319_131601.jpg,658,493,tomato,507,291,650,473
IMG_20190319_124546.jpg,571,428,chapati,5,27,184,197
IMG_20190319_124546.jpg,571,428,paneer_lababdar,178,29,399,188
IMG_20190319_124546.jpg,571,428,jeera_rice,117,197,456,419
IMG_20190319_124546.jpg,571,428,onion,479,187,571,321
IMG_20190319_124546.jpg,571,428,masoor_dal,386,20,556,159
IMG_20190319_124546.jpg,571,428,lemon,493,331,569,402
IMG_20190319_131416.jpg,658,493,chapati,81,88,253,279
IMG_20190319_131416.jpg,658,493,paneer_lababdar,238,111,450,267
IMG_20190319_131416.jpg,658,493,masoor_dal,399,100,603,252
IMG_20190319_131416.jpg,658,493,veg_kadhai,72,257,185,489
IMG_20190319_131416.jpg,658,493,jeera_rice,176,278,508,464
IMG_20190319_131416.jpg,658,493,tomato,491,245,630,474
IMG_20190319_131628.jpg,658,493,tomato,139,158,243,250
IMG_20190319_131628.jpg,658,493,paneer_lababdar,250,147,422,241
IMG_20190319_131628.jpg,658,493,masoor_dal,391,143,537,231
IMG_20190319_131628.jpg,658,493,veg_kadhai,109,244,202,407
IMG_20190319_131628.jpg,658,493,rice,200,257,489,403
IMG_20190319_131628.jpg,658,493,chapati,460,227,608,389
IMG_20190319_131555.jpg,658,493,chapati,72,16,219,217
IMG_20190319_131555.jpg,658,493,paneer_lababdar,230,97,423,257
IMG_20190319_131555.jpg,658,493,masoor_dal,422,112,562,261
IMG_20190319_131555.jpg,658,493,veg_kadhai,48,220,157,428
IMG_20190319_131555.jpg,658,493,veg_kadhai,172,264,453,464
IMG_20190319_131555.jpg,658,493,tomato,476,274,586,460
IMG_20190319_131630.jpg,658,493,tomato,53,70,193,209
IMG_20190319_131630.jpg,658,493,paneer_lababdar,210,50,415,202
IMG_20190319_131630.jpg,658,493,masoor_dal,390,53,567,191
IMG_20190319_131630.jpg,658,493,veg_kadhai,17,204,147,421
IMG_20190319_131630.jpg,658,493,jeera_rice,142,228,465,417
IMG_20190319_131630.jpg,658,493,chapati,471,191,619,412
IMG_20190319_131515.jpg,658,493,chapati,77,82,249,261
IMG_20190319_131515.jpg,658,493,paneer_lababdar,233,105,435,258
IMG_20190319_131515.jpg,658,493,masoor_dal,404,116,583,255
IMG_20190319_131515.jpg,658,493,veg_kadhai,66,241,172,472
IMG_20190319_131515.jpg,658,493,rice,171,261,493,461
IMG_20190319_131515.jpg,658,493,tomato,481,245,603,461
IMG_20190319_124553.jpg,571,428,chapati,50,85,207,222
IMG_20190319_124553.jpg,571,428,paneer_lababdar,199,87,376,221
IMG_20190319_124553.jpg,571,428,jeera_rice,150,222,404,390
IMG_20190319_124553.jpg,571,428,onion,417,213,514,330
IMG_20190319_124553.jpg,571,428,masoor_dal,363,77,521,207
IMG_20190319_124553.jpg,571,428,lemon,436,336,510,396
IMG_20190319_124529.jpg,571,428,paneer_lababdar,195,9,405,186
IMG_20190319_124529.jpg,571,428,masoor_dal,395,31,567,185
IMG_20190319_124529.jpg,571,428,jeera_rice,161,180,410,383
IMG_20190319_124529.jpg,571,428,chapati,0,154,202,359
IMG_20190319_124529.jpg,571,428,onion,444,202,539,333
IMG_20190319_124529.jpg,571,428,lemon,445,340,531,392
IMG_20190319_132452.jpg,658,493,veg_kadhai,53,239,178,463
IMG_20190319_132452.jpg,658,493,jeera_rice,178,246,534,465
IMG_20190319_132452.jpg,658,493,tomato,535,237,652,384
IMG_20190319_132452.jpg,658,493,paneer_lababdar,241,81,449,237
IMG_20190319_132452.jpg,658,493,masoor_dal,429,74,635,225
IMG_20190319_124556.jpg,571,428,chapati,14,33,193,153
IMG_20190319_124556.jpg,571,428,paneer_lababdar,182,40,368,155
IMG_20190319_124556.jpg,571,428,jeera_rice,121,165,399,322
IMG_20190319_124556.jpg,571,428,onion,428,155,519,253
IMG_20190319_124556.jpg,571,428,masoor_dal,351,41,496,142
IMG_20190319_124556.jpg,571,428,lemon,443,255,512,314
IMG_20190319_124513.jpg,571,428,veg_kadhai,347,209,465,338
IMG_20190319_124513.jpg,571,428,paneer_lababdar,362,59,456,212
IMG_20190319_124513.jpg,571,428,chapati,210,60,356,213
IMG_20190319_124513.jpg,571,428,jeera_rice,155,67,221,201
IMG_20190319_124513.jpg,571,428,masoor_dal,54,51,137,219
IMG_20190319_124515.jpg,571,428,veg_kadhai,337,198,447,327
IMG_20190319_124515.jpg,571,428,paneer_lababdar,356,62,446,201
IMG_20190319_124515.jpg,571,428,chapati,211,57,365,205
IMG_20190319_124515.jpg,571,428,jeera_rice,160,70,228,197
IMG_20190319_124515.jpg,571,428,masoor_dal,77,68,145,218
IMG_20190319_131517.jpg,658,493,chapati,53,70,220,249
IMG_20190319_131517.jpg,658,493,paneer_lababdar,216,104,414,252
IMG_20190319_131517.jpg,658,493,masoor_dal,400,107,555,250
IMG_20190319_131517.jpg,658,493,veg_kadhai,47,256,150,465
IMG_20190319_131517.jpg,658,493,jeera_rice,163,277,468,468
IMG_20190319_131517.jpg,658,493,tomato,468,255,601,444
IMG_20190319_124512.jpg,571,428,veg_kadhai,371,198,539,386
IMG_20190319_124512.jpg,571,428,paneer_lababdar,418,7,534,197
IMG_20190319_124512.jpg,571,428,chapati,205,10,423,193
IMG_20190319_124512.jpg,571,428,jeera_rice,150,40,223,186
IMG_20190319_124512.jpg,571,428,masoor_dal,38,17,128,211
IMG_20190319_124549.jpg,571,428,chapati,8,33,201,160
IMG_20190319_124549.jpg,571,428,paneer_lababdar,195,49,388,163
IMG_20190319_124549.jpg,571,428,jeera_rice,128,172,441,346
IMG_20190319_124549.jpg,571,428,onion,451,155,564,272
IMG_20190319_124549.jpg,571,428,masoor_dal,375,29,534,145
IMG_20190319_124549.jpg,571,428,lemon,477,273,556,338
IMG_20190319_124530.jpg,571,428,chapati,21,193,206,363
IMG_20190319_124530.jpg,571,428,paneer_lababdar,199,65,387,217
IMG_20190319_124530.jpg,571,428,jeera_rice,188,213,397,378
IMG_20190319_124530.jpg,571,428,onion,430,233,514,345
IMG_20190319_124530.jpg,571,428,masoor_dal,379,81,526,198
IMG_20190319_124530.jpg,571,428,lemon,429,343,499,402
IMG_20190319_124533.jpg,571,428,chapati,1,177,183,388
IMG_20190319_124533.jpg,571,428,paneer_lababdar,162,16,375,183
IMG_20190319_124533.jpg,571,428,jeera_rice,169,200,426,378
IMG_20190319_124533.jpg,571,428,onion,447,172,549,303
IMG_20190319_124533.jpg,571,428,masoor_dal,367,14,549,142
IMG_20190319_124533.jpg,571,428,lemon,454,303,541,368
IMG_20190319_132448.jpg,493,658,tomato,267,18,434,118
IMG_20190319_132448.jpg,493,658,masoor_dal,109,48,262,193
IMG_20190319_132448.jpg,493,658,paneer_lababdar,91,179,269,406
IMG_20190319_132448.jpg,493,658,veg_kadhai,239,464,477,600
IMG_20190319_132448.jpg,493,658,rice,284,131,493,467
IMG_20190319_124547.jpg,571,428,chapati,26,76,201,203
IMG_20190319_124547.jpg,571,428,paneer_lababdar,197,85,380,199
IMG_20190319_124547.jpg,571,428,jeera_rice,149,207,418,383
IMG_20190319_124547.jpg,571,428,onion,439,206,544,311
IMG_20190319_124547.jpg,571,428,masoor_dal,374,70,511,192
IMG_20190319_124547.jpg,571,428,lemon,458,317,530,380
IMG_20190319_131620.jpg,658,493,tomato,427,268,594,457
IMG_20190319_131620.jpg,658,493,paneer_lababdar,189,260,410,465
IMG_20190319_131620.jpg,658,493,masoor_dal,15,290,204,464
IMG_20190319_131620.jpg,658,493,veg_kadhai,495,60,619,287
IMG_20190319_131620.jpg,658,493,jeera_rice,135,39,489,251
IMG_20190319_131620.jpg,658,493,chapati,0,33,136,270
